booking_id,user_id,venue_id,booking_date,booking_time,sport,city,area,venue_name,court_type,duration_hours,players_count,booking_amount,discount,final_amount,payment_method,booking_status,cancellation_reason,booking_source,booking_lead_days,rating,booking_hour,month,day_type,weekday,is_cancelled
B000137,U02864,V070,2026-06-18,14:30:00,Badminton,Pune,Baner,Badminton Arena 070,Outdoor,1,4,550,0,550,UPI,Completed,,App,10,4.0,14,June,Weekday,Thursday,0
B000138,U02013,V022,2026-04-17,19:30:00,Table Tennis,Bengaluru,Electronic City,Table Tennis Arena 022,Indoor,2,1,600,18,582,Net Banking,Completed,,App,13,5.0,19,April,Weekday,Friday,0
B000139,U04276,V075,2026-04-12,15:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,3,700,56,644,Card,Completed,,App,12,3.9,15,April,Weekend,Sunday,0
B000140,U01831,V037,2026-05-10,22:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,4,1100,0,1100,Card,Completed,,App,4,3.2,22,May,Weekend,Sunday,0
B000141,U04310,V030,2026-01-07,16:30:00,Basketball,Bengaluru,Whitefield,Basketball Arena 030,Indoor,1,3,900,0,900,Wallet,Completed,,App,13,4.3,16,January,Weekday,Wednesday,0
B000142,U04249,V031,2026-05-07,17:30:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,8,1500,45,1455,UPI,Completed,,App,6,3.9,17,May,Weekday,Thursday,0
B000143,U03941,V033,2026-04-15,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,4,650,0,650,Wallet,Completed,,App,13,4.4,16,April,Weekday,Wednesday,0
B000144,U03872,V076,2026-06-02,16:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,1,550,0,550,Card,Completed,,Website,7,4.4,16,June,Weekday,Tuesday,0
B000145,U01618,V027,2026-02-20,20:30:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,4,550,16,534,Card,Completed,,App,10,4.2,20,February,Weekday,Friday,0
B000146,U01644,V078,2026-02-19,10:30:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,9,1450,0,1450,UPI,Completed,,App,12,4.5,10,February,Weekday,Thursday,0
B000147,U02800,V058,2026-08-12,15:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,2,12,3700,0,3700,UPI,Completed,,App,5,4.9,15,August,Weekday,Wednesday,0
B000148,U01804,V001,2026-03-05,14:00:00,Cricket,Mumbai,Andheri,Cricket Arena 001,Indoor,1,9,2000,0,2000,UPI,Completed,,App,9,4.0,14,March,Weekday,Thursday,0
B000149,U00954,V064,2026-05-20,15:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 064,Outdoor,1,4,450,0,450,UPI,Completed,,App,5,5.0,15,May,Weekday,Wednesday,0
B000150,U03315,V072,2026-06-30,20:30:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 072,Indoor,1,12,1500,0,1500,Net Banking,Cancelled,Venue Issue,App,5,,20,June,Weekday,Tuesday,1
B000151,U04884,V072,2026-03-16,09:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 072,Indoor,1,7,1500,0,1500,Card,Completed,,App,3,4.2,9,March,Weekday,Monday,0
B000152,U03208,V093,2026-01-10,14:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 093,Indoor,1,3,650,0,650,Card,Cancelled,Price,App,14,,14,January,Weekend,Saturday,1
B000153,U01183,V026,2026-07-08,18:00:00,Badminton,Hyderabad,Banjara Hills,Badminton Arena 026,Outdoor,1,1,750,0,750,Card,Completed,,App,6,4.1,18,July,Weekday,Wednesday,0
B000154,U04248,V090,2026-07-02,14:30:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 090,Outdoor,1,4,600,0,600,Net Banking,Completed,,App,8,4.3,14,July,Weekday,Thursday,0
B000155,U00909,V049,2026-04-09,19:30:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,12,1150,92,1058,UPI,Completed,,App,13,4.9,19,April,Weekday,Thursday,0
B000156,U03626,V084,2026-08-24,15:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,1,3,300,0,300,Card,Completed,,App,9,4.0,15,August,Weekday,Monday,0
B000157,U04430,V044,2026-03-09,11:30:00,Table Tennis,Chennai,Velachery,Table Tennis Arena 044,Indoor,1,1,400,0,400,Card,Completed,,Website,10,4.7,11,March,Weekday,Monday,0
B000158,U00463,V043,2026-06-19,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,4,650,0,650,UPI,Completed,,App,3,3.8,16,June,Weekday,Friday,0
B000159,U01493,V049,2026-03-07,16:30:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,11,1150,34,1116,UPI,Completed,,App,6,4.6,16,March,Weekend,Saturday,0
B000160,U01050,V052,2026-06-21,07:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 052,Indoor,1,4,850,0,850,Card,Completed,,App,1,3.2,7,June,Weekend,Sunday,0
B000161,U03238,V071,2026-01-28,18:30:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,1,650,0,650,Card,Completed,,Website,4,4.4,18,January,Weekday,Wednesday,0
B000162,U03438,V032,2026-04-17,12:00:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,1,3,750,0,750,Card,Completed,,App,2,4.3,12,April,Weekday,Friday,0
B000163,U04902,V055,2026-04-20,13:30:00,Football,Bengaluru,Koramangala,Football Arena 055,Indoor,1,7,1200,0,1200,Card,Completed,,App,12,4.1,13,April,Weekday,Monday,0
B000164,U04535,V018,2026-04-21,17:00:00,Basketball,Mumbai,Bandra,Basketball Arena 018,Indoor,1,4,950,0,950,Card,Completed,,App,5,4.0,17,April,Weekday,Tuesday,0
B000165,U04490,V086,2026-03-19,20:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,2,1200,0,1200,UPI,Completed,,App,1,4.9,20,March,Weekday,Thursday,0
B000166,U03539,V059,2026-07-05,07:00:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,2,650,0,650,UPI,Cancelled,Weather,App,7,,7,July,Weekend,Sunday,1
B000167,U00267,V029,2026-08-24,19:00:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,1,10,1500,0,1500,Card,Completed,,App,4,4.1,19,August,Weekday,Monday,0
B000168,U01559,V032,2026-04-03,18:00:00,Badminton,Pune,Baner,Badminton Arena 032,Outdoor,2,4,1500,0,1500,Wallet,Completed,,App,14,4.2,18,April,Weekday,Friday,0
B000169,U02169,V054,2026-05-10,12:00:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,1,450,0,450,UPI,Cancelled,Personal,App,14,,12,May,Weekend,Sunday,1
B000170,U01885,V084,2026-07-02,15:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,1,3,300,0,300,UPI,Completed,,App,8,4.0,15,July,Weekday,Thursday,0
B000171,U04739,V031,2026-02-03,20:30:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,7,1500,120,1380,Card,Completed,,App,14,3.6,20,February,Weekday,Tuesday,0
B000172,U03540,V043,2026-08-13,12:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,1,650,20,630,UPI,Completed,,App,2,3.6,12,August,Weekday,Thursday,0
B000173,U02867,V041,2026-05-28,11:00:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 041,Outdoor,1,2,450,68,382,UPI,Completed,,App,13,3.9,11,May,Weekday,Thursday,0
B000174,U04279,V008,2026-02-16,18:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,3,650,0,650,Card,Completed,,App,4,2.9,18,February,Weekday,Monday,0
B000175,U02547,V043,2026-08-10,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,3,650,0,650,UPI,Cancelled,Price,App,1,,16,August,Weekday,Monday,1
B000176,U03519,V100,2026-04-28,14:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,9,1100,0,1100,Wallet,Completed,,App,6,3.7,14,April,Weekday,Tuesday,0
B000177,U03249,V051,2026-05-08,12:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,1,3,600,0,600,Card,Completed,,App,2,4.0,12,May,Weekday,Friday,0
B000178,U02118,V008,2026-08-22,18:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,3,650,0,650,UPI,Completed,,App,8,3.5,18,August,Weekend,Saturday,0
B000179,U01800,V009,2026-01-26,16:00:00,Tennis,Bengaluru,Jayanagar,Tennis Arena 009,Indoor,1,3,600,0,600,UPI,Completed,,App,2,4.1,16,January,Weekday,Monday,0
B000180,U00123,V078,2026-03-25,14:30:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,11,1450,0,1450,Wallet,Completed,,Website,2,4.3,14,March,Weekday,Wednesday,0
B000181,U00392,V046,2026-01-01,21:00:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 046,Outdoor,1,3,350,0,350,Card,Completed,,App,6,4.0,21,January,Weekday,Thursday,0
B000182,U03299,V033,2026-07-12,17:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,1,650,0,650,UPI,Completed,,App,2,4.0,17,July,Weekend,Sunday,0
B000183,U02416,V058,2026-08-05,15:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,7,1850,0,1850,UPI,Cancelled,Personal,App,5,,15,August,Weekday,Wednesday,1
B000184,U04554,V079,2026-04-07,18:00:00,Badminton,Mumbai,Borivali,Badminton Arena 079,Outdoor,1,3,650,0,650,Wallet,Completed,,Website,6,4.7,18,April,Weekday,Tuesday,0
B000185,U04041,V094,2026-03-28,16:30:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,1,3,750,0,750,UPI,Completed,,App,5,4.3,16,March,Weekend,Saturday,0
B000186,U03144,V094,2026-03-16,06:00:00,Badminton,Pune,Kothrud,Badminton Arena 094,Indoor,2,2,1500,0,1500,Card,Completed,,App,10,4.4,6,March,Weekday,Monday,0
B000187,U02560,V031,2026-04-18,19:00:00,Football,Chennai,Anna Nagar,Football Arena 031,Indoor,1,10,1500,0,1500,Card,Cancelled,Weather,App,14,,19,April,Weekend,Saturday,1
B000188,U01096,V069,2026-01-15,09:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 069,Outdoor,1,2,650,0,650,UPI,Completed,,App,10,3.9,9,January,Weekday,Thursday,0
B000189,U02772,V083,2026-05-22,22:00:00,Badminton,Mumbai,Andheri,Badminton Arena 083,Indoor,1,1,500,0,500,UPI,Completed,,App,9,4.5,22,May,Weekday,Friday,0
B000190,U04142,V048,2026-02-24,15:00:00,Badminton,Bengaluru,Yelahanka,Badminton Arena 048,Indoor,1,2,600,0,600,Net Banking,Completed,,Website,6,4.6,15,February,Weekday,Tuesday,0
B000191,U04689,V011,2026-05-09,17:00:00,Cricket,Bengaluru,Whitefield,Cricket Arena 011,Outdoor,1,8,1750,52,1698,UPI,Completed,,App,12,4.2,17,May,Weekend,Saturday,0
B000192,U02988,V074,2026-02-02,22:00:00,Cricket,Chennai,Anna Nagar,Cricket Arena 074,Indoor,1,6,1200,0,1200,Card,Completed,,App,10,3.4,22,February,Weekday,Monday,0
B000193,U00773,V100,2026-03-11,14:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,11,1100,0,1100,UPI,Completed,,App,1,4.2,14,March,Weekday,Wednesday,0
B000194,U04578,V033,2026-02-25,16:00:00,Badminton,Bengaluru,Whitefield,Badminton Arena 033,Outdoor,1,3,650,0,650,UPI,Completed,,App,7,4.0,16,February,Weekday,Wednesday,0
B000195,U01199,V061,2026-01-23,18:00:00,Cricket,Chennai,OMR,Cricket Arena 061,Outdoor,1,6,2000,0,2000,UPI,Completed,,App,13,5.0,18,January,Weekday,Friday,0
B000196,U01451,V088,2026-02-23,16:30:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,3,650,0,650,Card,Completed,,App,12,4.0,16,February,Weekday,Monday,0
B000197,U04751,V015,2026-03-31,15:00:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,4,400,0,400,Net Banking,Completed,,App,9,4.4,15,March,Weekday,Tuesday,0
B000198,U02285,V029,2026-05-11,11:00:00,Football,Bengaluru,Marathahalli,Football Arena 029,Indoor,1,11,1500,0,1500,UPI,Completed,,Website,12,4.0,11,May,Weekday,Monday,0
B000199,U03039,V027,2026-02-15,16:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 027,Indoor,1,4,550,0,550,UPI,Cancelled,Weather,App,10,,16,February,Weekend,Sunday,1
B000200,U01164,V020,2026-05-14,17:00:00,Badminton,Bengaluru,HSR Layout,Badminton Arena 020,Indoor,1,3,700,0,700,UPI,Completed,,Website,8,4.2,17,May,Weekday,Thursday,0
B000201,U00064,V036,2026-08-20,14:30:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,1,1,450,0,450,UPI,Cancelled,Price,App,6,,14,August,Weekday,Thursday,1
B000202,U02327,V014,2026-06-02,15:30:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,7,2100,0,2100,UPI,Completed,,App,6,4.5,15,June,Weekday,Tuesday,0
B000203,U00050,V037,2026-08-27,15:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,1,1100,0,1100,Wallet,Completed,,Website,14,3.7,15,August,Weekday,Thursday,0
B000204,U04311,V100,2026-01-17,16:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,11,1100,0,1100,Card,Completed,,Website,1,3.9,16,January,Weekend,Saturday,0
B000205,U01675,V088,2026-06-05,19:30:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,3,650,0,650,UPI,Completed,,App,14,3.9,19,June,Weekday,Friday,0
B000206,U02479,V049,2026-06-09,15:00:00,Football,Chennai,Velachery,Football Arena 049,Outdoor,1,9,1150,0,1150,UPI,Completed,,Website,9,4.6,15,June,Weekday,Tuesday,0
B000207,U00505,V036,2026-04-03,14:00:00,Badminton,Pune,Wakad,Badminton Arena 036,Indoor,2,2,900,0,900,Card,Completed,,App,10,4.5,14,April,Weekday,Friday,0
B000208,U01592,V058,2026-01-23,19:30:00,Cricket,Pune,Hinjewadi,Cricket Arena 058,Indoor,1,6,1850,0,1850,UPI,Cancelled,Weather,App,3,,19,January,Weekday,Friday,1
B000209,U04345,V093,2026-08-21,19:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 093,Indoor,2,1,1300,0,1300,Card,Completed,,App,1,4.7,19,August,Weekday,Friday,0
B000210,U00734,V015,2026-05-24,19:00:00,Table Tennis,Bengaluru,Indiranagar,Table Tennis Arena 015,Outdoor,1,4,400,0,400,UPI,Completed,,App,7,4.5,19,May,Weekend,Sunday,0
B000211,U02853,V039,2026-04-06,18:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,4,650,0,650,UPI,Completed,,App,5,5.0,18,April,Weekday,Monday,0
B000212,U00468,V005,2026-06-03,20:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,1,550,0,550,UPI,Completed,,App,6,3.5,20,June,Weekday,Wednesday,0
B000213,U02809,V097,2026-06-10,18:30:00,Cricket,Bengaluru,HSR Layout,Cricket Arena 097,Indoor,1,10,1650,0,1650,Card,Completed,,App,9,4.7,18,June,Weekday,Wednesday,0
B000214,U00510,V045,2026-07-05,12:30:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,1,7,1750,0,1750,Wallet,Completed,,App,8,4.9,12,July,Weekend,Sunday,0
B000215,U02774,V001,2026-06-25,07:00:00,Cricket,Mumbai,Andheri,Cricket Arena 001,Indoor,1,9,2000,0,2000,UPI,Completed,,App,8,4.4,7,June,Weekday,Thursday,0
B000216,U02858,V047,2026-03-24,13:30:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,4,650,0,650,Net Banking,Completed,,App,7,4.6,13,March,Weekday,Tuesday,0
B000217,U03230,V034,2026-02-24,15:30:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,1,650,0,650,Card,Completed,,App,3,4.1,15,February,Weekday,Tuesday,0
B000218,U03166,V008,2026-06-18,08:00:00,Tennis,Hyderabad,Gachibowli,Tennis Arena 008,Outdoor,1,2,650,0,650,Card,Completed,,App,12,3.3,8,June,Weekday,Thursday,0
B000219,U01510,V088,2026-03-03,19:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,4,650,20,630,UPI,Completed,,Website,2,3.4,19,March,Weekday,Tuesday,0
B000220,U04070,V054,2026-05-25,17:00:00,Badminton,Bengaluru,Jayanagar,Badminton Arena 054,Outdoor,1,1,450,0,450,UPI,Completed,,App,8,4.3,17,May,Weekday,Monday,0
B000221,U03511,V087,2026-04-12,18:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,2,400,12,388,Card,Completed,,App,8,5.0,18,April,Weekend,Sunday,0
B000222,U00166,V100,2026-02-28,10:00:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,10,1100,0,1100,UPI,Completed,,App,13,3.4,10,February,Weekend,Saturday,0
B000223,U03527,V060,2026-05-22,15:30:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,10,1800,0,1800,UPI,Completed,,App,14,4.1,15,May,Weekday,Friday,0
B000224,U03442,V077,2026-07-29,16:00:00,Table Tennis,Bengaluru,Yelahanka,Table Tennis Arena 077,Indoor,1,2,300,9,291,UPI,Completed,,App,8,4.6,16,July,Weekday,Wednesday,0
B000225,U01402,V037,2026-05-29,17:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,2,1100,0,1100,Wallet,Completed,,App,4,4.0,17,May,Weekday,Friday,0
B000226,U04004,V046,2026-07-10,19:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 046,Outdoor,1,1,350,0,350,Card,Completed,,App,6,3.7,19,July,Weekday,Friday,0
B000227,U01415,V018,2026-06-23,22:00:00,Basketball,Mumbai,Bandra,Basketball Arena 018,Indoor,1,4,950,28,922,Wallet,Completed,,App,12,4.7,22,June,Weekday,Tuesday,0
B000228,U01376,V010,2026-02-24,10:00:00,Tennis,Mumbai,Thane,Tennis Arena 010,Indoor,1,1,500,40,460,UPI,Completed,,App,7,4.3,10,February,Weekday,Tuesday,0
B000229,U03154,V068,2026-03-03,17:30:00,Badminton,Hyderabad,Madhapur,Badminton Arena 068,Indoor,1,3,700,105,595,Card,Completed,,Website,9,4.2,17,March,Weekday,Tuesday,0
B000230,U03060,V071,2026-06-16,12:00:00,Badminton,Pune,Wakad,Badminton Arena 071,Indoor,1,4,650,20,630,UPI,Completed,,App,6,4.3,12,June,Weekday,Tuesday,0
B000231,U00063,V100,2026-06-19,15:30:00,Football,Chennai,OMR,Football Arena 100,Indoor,1,7,1100,0,1100,UPI,Completed,,App,8,3.9,15,June,Weekday,Friday,0
B000232,U02750,V086,2026-02-17,19:00:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,4,1200,0,1200,UPI,Cancelled,Price,App,4,,19,February,Weekday,Tuesday,1
B000233,U03975,V076,2026-04-13,22:30:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 076,Outdoor,1,3,550,0,550,Net Banking,Completed,,App,10,3.6,22,April,Weekday,Monday,0
B000234,U04651,V024,2026-01-28,17:00:00,Table Tennis,Bengaluru,Koramangala,Table Tennis Arena 024,Indoor,1,3,500,0,500,Wallet,Completed,,App,9,5.0,17,January,Weekday,Wednesday,0
B000235,U03858,V047,2026-03-25,15:00:00,Badminton,Hyderabad,Kukatpally,Badminton Arena 047,Indoor,1,1,650,0,650,Card,Completed,,Website,14,4.5,15,March,Weekday,Wednesday,0
B000236,U02196,V037,2026-05-14,13:00:00,Basketball,Pune,Viman Nagar,Basketball Arena 037,Indoor,1,3,1100,33,1067,UPI,Completed,,App,5,3.7,13,May,Weekday,Thursday,0
B000237,U01543,V072,2026-02-28,19:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 072,Indoor,1,12,1500,0,1500,UPI,Completed,,App,10,4.2,19,February,Weekend,Saturday,0
B000238,U04404,V084,2026-03-31,20:30:00,Table Tennis,Pune,Hinjewadi,Table Tennis Arena 084,Outdoor,2,4,600,0,600,UPI,Completed,,Website,5,4.1,20,March,Weekday,Tuesday,0
B000239,U01829,V043,2026-03-11,20:30:00,Badminton,Bengaluru,Whitefield,Badminton Arena 043,Indoor,1,3,650,0,650,Card,Completed,,App,8,4.3,20,March,Weekday,Wednesday,0
B000240,U00098,V082,2026-06-16,16:00:00,Cricket,Hyderabad,Kondapur,Cricket Arena 082,Indoor,2,9,4100,123,3977,UPI,Completed,,App,13,3.1,16,June,Weekday,Tuesday,0
B000241,U01326,V025,2026-07-04,17:00:00,Cricket,Pune,Wakad,Cricket Arena 025,Outdoor,1,9,1450,44,1406,UPI,Completed,,App,6,3.5,17,July,Weekend,Saturday,0
B000242,U04850,V087,2026-07-01,19:30:00,Table Tennis,Chennai,Anna Nagar,Table Tennis Arena 087,Outdoor,1,1,400,0,400,Card,Completed,,App,4,4.3,19,July,Weekday,Wednesday,0
B000243,U03456,V018,2026-03-01,21:00:00,Basketball,Mumbai,Bandra,Basketball Arena 018,Indoor,1,1,950,76,874,UPI,Completed,,App,2,4.7,21,March,Weekend,Sunday,0
B000244,U03176,V051,2026-08-06,21:30:00,Badminton,Chennai,Anna Nagar,Badminton Arena 051,Indoor,1,3,600,0,600,Card,Cancelled,Personal,App,12,,21,August,Weekday,Thursday,1
B000245,U02638,V046,2026-05-25,18:30:00,Table Tennis,Bengaluru,Jayanagar,Table Tennis Arena 046,Outdoor,2,3,700,0,700,Wallet,Cancelled,Personal,App,6,,18,May,Weekday,Monday,1
B000246,U02025,V075,2026-06-17,13:30:00,Badminton,Hyderabad,Gachibowli,Badminton Arena 075,Outdoor,1,2,700,0,700,UPI,Completed,,App,7,3.7,13,June,Weekday,Wednesday,0
B000247,U02982,V059,2026-03-07,15:30:00,Badminton,Bengaluru,Koramangala,Badminton Arena 059,Outdoor,1,3,650,0,650,UPI,Completed,,App,13,3.9,15,March,Weekend,Saturday,0
B000248,U00679,V039,2026-04-25,14:00:00,Badminton,Hyderabad,Madhapur,Badminton Arena 039,Outdoor,1,3,650,0,650,UPI,Completed,,App,1,5.0,14,April,Weekend,Saturday,0
B000249,U01306,V078,2026-05-04,13:30:00,Cricket,Mumbai,Thane,Cricket Arena 078,Indoor,1,7,1450,0,1450,UPI,Completed,,App,3,4.7,13,May,Weekday,Monday,0
B000250,U03102,V086,2026-08-01,14:30:00,Basketball,Bengaluru,Jayanagar,Basketball Arena 086,Outdoor,1,3,1200,0,1200,Card,Cancelled,Weather,App,4,,14,August,Weekend,Saturday,1
B000251,U01790,V038,2026-07-01,20:00:00,Table Tennis,Hyderabad,Gachibowli,Table Tennis Arena 038,Indoor,1,2,450,0,450,UPI,Completed,,App,13,3.7,20,July,Weekday,Wednesday,0
B000252,U03975,V055,2026-03-12,19:30:00,Football,Bengaluru,Koramangala,Football Arena 055,Indoor,1,8,1200,0,1200,Card,Completed,,App,11,3.9,19,March,Weekday,Thursday,0
B000253,U02967,V079,2026-02-13,08:00:00,Badminton,Mumbai,Borivali,Badminton Arena 079,Outdoor,1,3,650,0,650,Card,Completed,,App,3,4.7,8,February,Weekday,Friday,0
B000254,U02897,V005,2026-03-25,12:30:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,2,1,1100,0,1100,UPI,Completed,,App,11,3.7,12,March,Weekday,Wednesday,0
B000255,U03221,V005,2026-07-14,22:00:00,Tennis,Hyderabad,Kondapur,Tennis Arena 005,Indoor,1,1,550,0,550,Net Banking,Completed,,App,6,3.5,22,July,Weekday,Tuesday,0
B000256,U01100,V050,2026-02-26,14:00:00,Badminton,Bengaluru,Indiranagar,Badminton Arena 050,Outdoor,1,3,500,0,500,Net Banking,Completed,,Website,8,4.4,14,February,Weekday,Thursday,0
B000257,U04503,V042,2026-02-05,17:00:00,Badminton,Bengaluru,Marathahalli,Badminton Arena 042,Outdoor,1,3,700,0,700,Card,Completed,,App,12,3.7,17,February,Weekday,Thursday,0
B000258,U03653,V019,2026-02-26,13:30:00,Tennis,Mumbai,Powai,Tennis Arena 019,Outdoor,1,1,650,0,650,Net Banking,Completed,,App,12,4.9,13,February,Weekday,Thursday,0
B000259,U04645,V034,2026-05-01,14:30:00,Badminton,Chennai,Adyar,Badminton Arena 034,Indoor,1,4,650,98,552,Net Banking,Completed,,App,8,3.8,14,May,Weekday,Friday,0
B000260,U01671,V053,2026-06-20,16:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,3,600,0,600,UPI,Completed,,App,4,4.0,16,June,Weekend,Saturday,0
B000261,U03203,V080,2026-02-13,16:00:00,Tennis,Mumbai,Borivali,Tennis Arena 080,Indoor,1,3,800,0,800,UPI,Completed,,App,6,4.7,16,February,Weekday,Friday,0
B000262,U00513,V021,2026-03-03,18:30:00,Basketball,Pune,Viman Nagar,Basketball Arena 021,Outdoor,1,2,1150,0,1150,UPI,Completed,,App,5,4.7,18,March,Weekday,Tuesday,0
B000263,U01084,V045,2026-04-25,12:00:00,Cricket,Bengaluru,Indiranagar,Cricket Arena 045,Indoor,2,6,3500,0,3500,Card,Completed,,App,13,4.8,12,April,Weekend,Saturday,0
B000264,U04998,V096,2026-03-24,14:00:00,Tennis,Bengaluru,Marathahalli,Tennis Arena 096,Outdoor,1,3,650,20,630,UPI,Completed,,App,9,3.2,14,March,Weekday,Tuesday,0
B000265,U01863,V060,2026-03-02,17:30:00,Cricket,Mumbai,Bandra,Cricket Arena 060,Indoor,1,11,1800,0,1800,UPI,Completed,,App,9,4.0,17,March,Weekday,Monday,0
B000266,U03615,V053,2026-04-04,10:00:00,Badminton,Bengaluru,Electronic City,Badminton Arena 053,Outdoor,1,4,600,0,600,Net Banking,Completed,,App,14,3.9,10,April,Weekend,Saturday,0
B000267,U01800,V019,2026-01-11,20:00:00,Tennis,Mumbai,Powai,Tennis Arena 019,Outdoor,1,1,650,0,650,Card,Completed,,App,1,4.1,20,January,Weekend,Sunday,0
B000268,U03959,V088,2026-03-18,13:00:00,Badminton,Chennai,Adyar,Badminton Arena 088,Outdoor,1,1,650,52,598,UPI,Completed,,App,5,3.5,13,March,Weekday,Wednesday,0
B000269,U04103,V035,2026-04-30,16:30:00,Badminton,Mumbai,Powai,Badminton Arena 035,Indoor,1,3,450,0,450,Card,Completed,,App,6,4.5,16,April,Weekday,Thursday,0
B000270,U04009,V082,2026-06-10,11:30:00,Cricket,Hyderabad,Kondapur,Cricket Arena 082,Indoor,1,12,2050,0,2050,UPI,Completed,,App,10,2.6,11,June,Weekday,Wednesday,0
B000271,U01977,V014,2026-04-12,18:00:00,Cricket,Chennai,Velachery,Cricket Arena 014,Indoor,1,8,2100,0,2100,UPI,Completed,,App,13,4.2,18,April,Weekend,Sunday,0
