booking_id,cancellation_time,cancellation_reason,final_amount
B027806,2026-06-03 03:30:00,Price,1400
B027807,2026-07-19 22:00:00,Personal,950
B027828,2026-05-21 02:00:00,Price,550
B027831,2026-04-08 21:30:00,Price,1200
B027856,2026-01-24 01:30:00,Weather,1500
B027861,2026-06-27 01:00:00,Weather,700
B027866,2026-06-07 06:00:00,Price,650
B027867,2026-05-29 08:00:00,Personal,534
B027881,2026-05-23 16:00:00,Personal,650
B027884,2026-01-06 20:00:00,Weather,630
B027886,2026-01-08 22:00:00,Price,630
B027892,2026-01-09 22:30:00,Venue Issue,1610
B027914,2026-02-12 21:30:00,Personal,800
B027943,2026-08-27 10:00:00,Price,900
B027953,2026-05-18 20:00:00,Price,1750
B027956,2026-03-14 18:00:00,Personal,679
B027957,2026-06-14 18:00:00,Venue Issue,436
B027959,2026-03-07 22:00:00,Price,1750
B027974,2026-05-03 09:30:00,Other,1500
B027978,2026-01-09 09:00:00,Other,450
B027983,2026-07-27 08:30:00,Price,1200
B027989,2026-07-06 20:30:00,Weather,1500
B028008,2026-01-06 03:00:00,Personal,950
B028034,2026-06-13 02:30:00,Price,1455
B028044,2026-08-25 00:00:00,Personal,414
B028056,2026-01-09 03:30:00,Price,1500
B028061,2026-08-18 07:00:00,Weather,400
B028064,2026-05-03 13:30:00,Personal,1912
B028069,2026-08-25 22:30:00,Personal,850
B028110,2026-05-22 13:30:00,Venue Issue,500
B028127,2026-08-09 09:00:00,Price,400
B028135,2026-02-19 23:00:00,Personal,1200
B028148,2026-06-23 15:30:00,Weather,750
B028152,2026-01-22 01:00:00,Price,450
B028153,2026-04-15 13:00:00,Other,650
B028160,2026-04-25 21:30:00,Venue Issue,1450
B028211,2026-06-02 01:00:00,Price,600
B028214,2026-08-26 17:00:00,Weather,850
B028216,2026-04-10 23:30:00,Venue Issue,500
B028243,2026-07-04 23:00:00,Personal,1850
B028256,2026-02-05 21:30:00,Weather,1750
B028262,2026-03-07 15:00:00,Weather,630
B028276,2026-07-21 09:00:00,Price,800
B028314,2026-03-14 22:30:00,Weather,2100
B028347,2026-03-23 05:30:00,Price,436
B028387,2026-01-29 03:30:00,Weather,679
B028392,2026-01-31 07:30:00,Personal,400
B028399,2026-01-12 21:30:00,Venue Issue,1300
B028401,2026-05-04 16:00:00,Personal,1450
B028409,2026-03-15 18:00:00,Venue Issue,873
B028429,2026-01-03 10:30:00,Personal,550
B028438,2026-06-21 11:30:00,Weather,700
B028440,2026-05-28 09:30:00,Price,1100
B028460,2026-05-17 11:00:00,Venue Issue,950
B028463,2026-05-26 06:30:00,Personal,650
B028466,2026-06-04 18:00:00,Personal,750
B028519,2026-01-19 22:00:00,Other,679
B028529,2026-02-27 09:00:00,Price,276
B028544,2026-06-16 22:30:00,Venue Issue,600
B028554,2026-08-12 21:30:00,Weather,500
B028565,2026-06-01 20:30:00,Weather,2100
B028566,2026-01-29 09:00:00,Other,679
B028568,2026-07-30 08:30:00,Weather,1400
B028588,2026-05-20 13:30:00,Other,700
B028590,2026-01-30 01:00:00,Price,650
B028603,2026-06-01 16:00:00,Price,276
B028610,2026-03-31 13:30:00,Other,400
B028623,2026-06-15 07:30:00,Personal,552
B028645,2026-08-21 07:00:00,Venue Issue,1164
B028648,2026-05-15 09:30:00,Weather,450
B028674,2026-04-29 23:30:00,Price,400
B028694,2026-05-24 11:30:00,Personal,1750
B028695,2026-01-15 16:30:00,Personal,630
B028706,2026-08-08 12:30:00,Personal,650
B028710,2026-01-18 21:00:00,Price,1455
B028731,2026-08-29 03:30:00,Price,1450
B028765,2026-02-16 06:00:00,Weather,436
B028787,2026-08-30 05:00:00,Price,630
B028808,2026-07-17 17:00:00,Other,679
B028827,2026-08-05 19:30:00,Weather,450
B028829,2026-08-25 10:30:00,Personal,900
B028838,2026-01-18 06:00:00,Weather,598
B028859,2026-08-26 14:00:00,Personal,1850
B028863,2026-04-09 08:00:00,Venue Issue,1450
B028869,2026-06-10 10:30:00,Other,1200
B028881,2026-08-10 02:00:00,Price,850
B028886,2026-04-06 18:00:00,Venue Issue,2100
B028898,2026-03-22 15:30:00,Personal,400
B028950,2026-04-20 05:30:00,Personal,750
B028955,2026-08-31 05:30:00,Other,600
B028971,2026-02-27 14:00:00,Personal,650
B028984,2026-03-08 16:00:00,Personal,485
B028988,2026-04-29 22:00:00,Personal,650
B028991,2026-07-09 13:00:00,Personal,552
B028999,2026-07-30 04:00:00,Personal,582
B029019,2026-03-10 01:30:00,Weather,2000
B029022,2026-04-30 11:30:00,Price,1275
B029033,2026-07-13 03:00:00,Personal,2250
B029046,2026-08-13 18:30:00,Weather,388
B029056,2026-04-29 09:00:00,Venue Issue,850
B029059,2026-03-03 07:30:00,Weather,1200
B029062,2026-08-21 03:30:00,Price,1500
B029076,2026-08-13 21:00:00,Personal,1500
B029084,2026-06-11 06:30:00,Weather,1500
B029096,2026-03-24 01:00:00,Other,1750
B029100,2026-01-13 03:30:00,Personal,400
B029102,2026-03-29 13:00:00,Personal,2050
B029115,2026-01-14 01:00:00,Personal,598
B029116,2026-01-31 19:30:00,Venue Issue,950
B029118,2026-05-10 02:30:00,Weather,1850
B029130,2026-04-04 08:30:00,Price,650
B029143,2026-03-23 18:30:00,Price,1100
B029151,2026-01-20 00:00:00,Price,534
B029159,2026-08-01 03:30:00,Personal,1150
B029165,2026-01-20 00:00:00,Personal,750
B029180,2026-03-20 11:30:00,Venue Issue,1455
B029197,2026-03-21 00:30:00,Price,700
B029198,2026-07-18 09:30:00,Personal,650
B029204,2026-06-27 14:30:00,Price,598
B029211,2026-07-25 22:00:00,Personal,1800
B029223,2026-04-01 23:30:00,Weather,1200
B029224,2026-07-29 16:00:00,Other,1850
B029225,2026-07-13 01:30:00,Weather,1850
B029228,2026-05-11 06:00:00,Weather,4200
B029235,2026-05-05 00:00:00,Venue Issue,650
B029236,2026-02-20 07:30:00,Personal,1200
B029254,2026-07-05 12:00:00,Price,1750
B029260,2026-01-08 13:30:00,Price,1750
B029263,2026-08-09 22:00:00,Price,1800
B029270,2026-05-18 04:00:00,Weather,750
B029272,2026-03-15 18:30:00,Personal,2000
B029281,2026-01-24 19:00:00,Weather,600
B029311,2026-07-01 04:30:00,Other,2100
B029372,2026-05-01 08:00:00,Personal,650
B029395,2026-07-01 19:30:00,Weather,500
B029416,2026-05-21 08:30:00,Venue Issue,600
B029460,2026-04-21 14:00:00,Other,824
B029463,2026-01-24 16:00:00,Weather,850
B029485,2026-08-27 19:00:00,Other,1300
B029488,2026-02-23 19:00:00,Personal,1600
B029491,2026-04-04 06:30:00,Personal,1200
B029492,2026-02-26 08:00:00,Venue Issue,1450
B029498,2026-01-17 22:30:00,Weather,388
B029501,2026-05-18 00:00:00,Personal,1450
B029514,2026-07-11 06:30:00,Personal,630
B029524,2026-06-26 00:30:00,Personal,1500
B029527,2026-07-15 22:30:00,Weather,400
B029537,2026-07-03 20:30:00,Personal,700
B029545,2026-06-16 22:00:00,Other,728
B029563,2026-03-10 23:00:00,Other,4000
B029566,2026-05-31 15:00:00,Weather,550
B029577,2026-08-02 16:00:00,Personal,1300
B029579,2026-02-06 22:30:00,Venue Issue,736
B029588,2026-01-04 18:00:00,Personal,1000
B029595,2026-07-16 09:30:00,Personal,1700
B029608,2026-02-12 09:00:00,Personal,1300
B029618,2026-08-23 07:00:00,Personal,650
B029630,2026-08-18 19:00:00,Personal,1100
B029631,2026-02-14 17:00:00,Price,291
B029649,2026-03-03 10:30:00,Personal,1500
B029671,2026-01-27 12:00:00,Personal,700
B029674,2026-02-20 09:30:00,Personal,400
B029681,2026-03-08 13:00:00,Personal,650
B029708,2026-03-18 22:00:00,Venue Issue,1800
B029719,2026-01-15 23:00:00,Personal,650
B029753,2026-03-01 16:00:00,Weather,550
B029754,2026-02-06 22:00:00,Personal,600
B029757,2026-02-25 02:30:00,Personal,650
B029761,2026-03-31 02:00:00,Weather,1164
B029824,2026-05-23 04:30:00,Weather,1275
B029828,2026-02-22 17:00:00,Personal,500
B029852,2026-04-25 04:00:00,Personal,485
B029865,2026-07-06 05:30:00,Weather,1500
B029888,2026-01-28 13:30:00,Weather,550
B029923,2026-05-15 23:00:00,Price,1600
B029934,2026-01-16 04:30:00,Price,1200
B029936,2026-04-08 01:00:00,Venue Issue,1455
B029939,2026-04-24 20:00:00,Personal,650
B029974,2026-02-24 14:00:00,Personal,650
B029978,2026-06-14 17:00:00,Price,1100
B029982,2026-03-29 06:30:00,Weather,690
B029987,2026-06-05 17:30:00,Personal,1450
B029990,2026-02-02 02:30:00,Personal,3000
